,FilmID,Tittel,Sjanger
1519,1541,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
1520,1542,Runaway Train (1985),Action|Adventure|Drama|Thriller
1521,1543,"Guardian, The (1990)",Horror|Thriller
1522,1544,"City of Lost Children, The (1995)",Adventure|Sci-Fi
1523,1545,Superman (1978),Action|Adventure|Sci-Fi
1524,1546,"Big Combo, The (1955)",Film-Noir
1525,1547,My Best Fiend (Mein liebster Feind) (1999),Documentary
1526,1548,Amistad (1997),Drama
1527,1549,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy
1528,1550,Quest for Fire (1981),Adventure
1529,1551,Daylight (1996),Action|Adventure|Thriller
1530,1552,Hotel de Love (1996),Comedy|Romance
1531,1553,Sirens (1994),Comedy|Drama
1532,1554,White Man's Burden (1995),Drama
1533,1555,Voyage of the Damned (1976),Drama
1534,1556,Rules of Engagement (2000),Drama|Thriller
1535,1557,Clerks (1994),Comedy
1536,1558,Meet Wally Sparks (1997),Comedy
1537,1559,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama
1538,1560,Moll Flanders (1996),Drama
1539,1561,One Flew Over the Cuckoo's Nest (1975),Drama
1540,1562,Circus (2000),Comedy
1541,1563,"Lost Weekend, The (1945)",Drama
1542,1564,"Slumber Party Massacre II, The (1987)",Horror
1543,1565,On Golden Pond (1981),Drama
1544,1566,"Affair to Remember, An (1957)",Romance
1545,1567,"Contender, The (2000)",Drama|Thriller
1546,1568,Sorority House Massacre (1986),Horror
1547,1569,Fletch (1985),Comedy
1548,1570,Major Payne (1994),Comedy
1549,1571,Follow the Bitch (1998),Comedy
1550,1572,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama
1551,1573,Indecent Proposal (1993),Drama
1552,1574,"'burbs, The (1989)",Comedy
1553,1575,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
1554,1576,"Gingerbread Man, The (1998)",Drama|Thriller
1555,1577,Lone Star (1996),Drama|Mystery
1556,1578,Hope Floats (1998),Comedy|Drama|Romance
1557,1579,Choices (1981),Drama
1558,1580,"Simple Plan, A (1998)",Crime|Thriller
1559,1581,Lord of Illusions (1995),Horror
1560,1582,Sid and Nancy (1986),Drama
1561,1583,Nine Months (1995),Comedy
1562,1584,"Christmas Story, A (1983)",Comedy|Drama
1563,1585,Mr. Jones (1993),Drama|Romance
1564,1586,"Tickle in the Heart, A (1996)",Documentary
1565,1587,Kissed (1996),Romance
1566,1588,Chinatown (1974),Film-Noir|Mystery|Thriller
1567,1589,Willow (1988),Action|Adventure|Fantasy
1568,1590,Tarantula (1955),Horror|Sci-Fi
1569,1591,Exit to Eden (1994),Comedy
1570,1592,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi
1571,1593,"Brothers McMullen, The (1995)",Comedy
1572,1594,Theodore Rex (1995),Comedy
1573,1595,"$1,000,000 Duck (1971)",Children's|Comedy
1574,1596,"War of the Worlds, The (1953)",Action|Sci-Fi|War
1575,1597,Captives (1994),Drama
1576,1598,"Crow: Salvation, The (2000)",Action|Horror
1577,1599,Lawrence of Arabia (1962),Adventure|War
1578,1600,Porky's (1981),Comedy
1579,1601,"Man with the Golden Arm, The (1955)",Drama
1580,1602,"Muppets Take Manhattan, The (1984)",Children's|Comedy
1581,1603,In the Realm of the Senses (Ai no corrida) (1976),Drama
1582,1604,Carnosaur (1993),Horror|Sci-Fi
1583,1605,Battling Butler (1926),Comedy
1584,1606,Cinema Paradiso (1988),Comedy|Drama|Romance
1585,1607,"Adventures of Pinocchio, The (1996)",Adventure|Children's
1586,1608,Twilight (1998),Crime|Drama
1587,1609,Eye of the Beholder (1999),Thriller
1588,1610,Father of the Bride (1950),Comedy
1589,1611,Guantanamera (1994),Comedy
1590,1612,U-571 (2000),Action|Thriller
1591,1613,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
1592,1614,Die Hard 2 (1990),Action|Thriller
1593,1615,Trippin' (1999),Comedy
1594,1616,Eaten Alive (1976),Horror
1595,1617,Love and Death (1975),Comedy
1596,1618,8 1/2 (1963),Drama
1597,1619,"Quiet Man, The (1952)",Comedy|Romance
1598,1620,Feast of July (1995),Drama
1599,1621,Playing by Heart (1998),Drama|Romance
1600,1622,Night Flier (1997),Horror
1601,1623,I'll Be Home For Christmas (1998),Comedy|Romance
1602,1624,Can't Hardly Wait (1998),Comedy|Drama|Romance
1603,1625,"Return of the Texas Chainsaw Massacre, The (1994)",Horror
1604,1626,Hell in the Pacific (1968),Drama|War
1605,1627,Girls Town (1996),Drama
1606,1628,Hollow Man (2000),Horror|Sci-Fi|Thriller
1607,1629,In Search of the Castaways (1962),Adventure|Children
1608,1630,"Parent Trap, The (1998)",Children's|Drama
1609,1631,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1610,1632,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama
1611,1633,Man Bites Dog (C'est arrivé près de chez vous) (1992),Action|Comedy|Crime|Drama
1612,1634,Black Sheep (1996),Comedy
1613,1635,"Quick and the Dead, The (1995)",Action|Adventure|Western
1614,1636,"Spy Who Loved Me, The (1977)",Action
1615,1637,"Life of Émile Zola, The (1937)",Drama
1616,1638,No Looking Back (1998),Comedy|Drama|Romance
1617,1639,Toy Story 2 (1999),Animation|Children's|Comedy
1618,1640,Amos & Andrew (1993),Comedy
1619,1641,Drunken Master (Zui quan) (1979),Action|Comedy
1620,1642,"Beach, The (2000)",Adventure|Drama
1621,1643,"Promise, The (La Promesse) (1996)",Drama
1622,1644,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy
1623,1645,"Jar, The (Khomreh) (1992)",Drama
1624,1646,Henry: Portrait of a Serial Killer (1990),Crime|Horror
1625,1647,Do the Right Thing (1989),Comedy|Drama
1626,1648,It Came from Beneath the Sea (1955),Sci-Fi
1627,1649,F/X (1986),Action|Crime|Thriller
1628,1650,City of Angels (1998),Romance
1629,1651,Country Life (1994),Drama|Romance
1630,1652,Desert Bloom (1986),Drama
1631,1653,"Substance of Fire, The (1996)",Drama
1632,1654,Trust (1990),Comedy|Drama
1633,1655,Mutiny on the Bounty (1935),Adventure
1634,1656,Super Mario Bros. (1993),Action|Adventure|Children|Sci-Fi
1635,1657,"Love Letter, The (1999)",Comedy|Romance
1636,1658,She's So Lovely (1997),Drama|Romance
1637,1659,Batman: Mask of the Phantasm (1993),Animation|Children
1638,1660,Blind Date (1987),Comedy|Romance
1639,1661,Halloween 4: The Return of Michael Myers (1988),Horror
1640,1662,Timecop (1994),Action|Sci-Fi
1641,1663,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama
1642,1664,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
1643,1665,For Your Eyes Only (1981),Action
1644,1668,Vagabond (Sans toit ni loi) (1985),Drama
1645,1669,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
1646,1670,Silent Fall (1994),Drama|Thriller
1647,1671,"Blood In, Blood Out (a.k.a. Bound by Honor) (1993)",Crime|Drama
1648,1672,Strange Days (1995),Action|Crime|Sci-Fi
1649,1673,Rocketship X-M (1950),Sci-Fi
1650,1674,"Modern Affair, A (1995)",Romance
1651,1675,Mephisto (1981),Drama|War
1652,1676,"River Wild, The (1994)",Action|Thriller
1653,1677,"Fish Called Wanda, A (1988)",Comedy
1654,1678,Monty Python and the Holy Grail (1974),Comedy
1655,1679,Of Human Bondage (1934),Drama
1656,1680,Hellraiser (1987),Horror
1657,1681,Grand Canyon (1991),Crime|Drama
1658,1682,Heathers (1989),Comedy
1659,1683,Trekkies (1997),Documentary
1660,1684,Scream 3 (2000),Horror|Mystery|Thriller
1661,1685,Murphy's Romance (1985),Comedy|Romance
1662,1686,Grosse Fatigue (1994),Comedy
1663,1687,"Closer You Get, The (2000)",Comedy|Romance
1664,1688,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
1665,1689,Coming Apart (1969),Drama
1666,1690,"Last Days of Disco, The (1998)",Drama
1667,1691,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
1668,1692,Echte Kerle (1996),Comedy|Romance
1669,1693,European Vacation (1985),Comedy
1670,1694,"Asphalt Jungle, The (1950)",Crime|Film-Noir
1671,1695,"Match, The (1999)",Comedy|Romance
1672,1696,"Broken Hearts Club, The (2000)",Drama
1673,1697,Mifune (Mifunes sidste sang) (1999),Comedy|Romance
1674,1698,Penitentiary (1979),Drama
1675,1699,Cabin Boy (1994),Comedy
1676,1700,Stop Making Sense (1984),Documentary
1677,1701,Airport '77 (1977),Drama
1678,1702,Crimes of the Heart (1986),Comedy|Drama
1679,1703,Tommy Boy (1995),Comedy
1680,1704,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
1681,1705,Romeo Must Die (2000),Action|Romance
1682,1706,Und keiner weint mir nach (1996),Drama|Romance
1683,1707,Agnes Browne (1999),Comedy|Drama
1684,1708,"Machine, The (1994)",Comedy|Horror
1685,1709,"Wings of the Dove, The (1997)",Drama|Romance|Thriller
1686,1710,Woo (1998),Comedy|Romance
1687,1711,"Eyes of Tammy Faye, The (2000)",Documentary
1688,1712,"Opposite of Sex, The (1998)",Comedy|Drama
1689,1713,Indochine (1992),Drama|Romance
1690,1716,Lamerica (1994),Drama
1691,1717,Dangerous Liaisons (1988),Drama|Romance
1692,1719,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
1693,1720,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's
1694,1721,Hillbillys in a Haunted House (1967),Comedy
1695,1722,"Omega Man, The (1971)",Sci-Fi
1696,1723,Heart and Souls (1993),Comedy|Fantasy
1697,1724,Sabrina (1995),Comedy|Romance
1698,1725,Sliver (1993),Thriller
1699,1726,Fausto (1993),Comedy
1700,1727,Against All Odds (1984),Romance
1701,1728,Buddy Boy (1999),Drama|Thriller
1702,1729,Black Beauty (1994),Adventure|Children's
1703,1730,"Big Bang Theory, The (1994)",Crime
1704,1731,Stag (1997),Action|Thriller
1705,1732,"Big Tease, The (1999)",Comedy
1706,1733,Star Trek: Generations (1994),Action|Adventure|Sci-Fi
1707,1734,"Next Karate Kid, The (1994)",Action|Children
1708,1735,Pee-wee's Big Adventure (1985),Comedy
1709,1736,Unhook the Stars (1996),Drama
1710,1737,Male and Female (1919),Adventure|Drama
1711,1738,Small Soldiers (1998),Animation|Children's|Fantasy|War
1712,1739,Horror Express (1972),Horror
1713,1740,"Truce, The (1996)",Drama|War
1714,1741,Hoodlum (1997),Crime|Drama|Film-Noir
1715,1742,Broken Vessels (1998),Drama
1716,1743,Normal Life (1996),Crime|Drama
1717,1744,"Very Brady Sequel, A (1996)",Comedy
1718,1746,"Mask, The (1994)",Comedy|Crime|Fantasy
1719,1747,White Squall (1996),Adventure|Drama
1720,1748,"Enfer, L' (1994)",Drama
1721,1749,Aces: Iron Eagle III (1992),Action|War
1722,1750,Central Station (Central do Brasil) (1998),Drama
1723,1751,Phantoms (1998),Horror
1724,1752,Tess of the Storm Country (1922),Drama
1725,1753,"Three Caballeros, The (1945)",Animation|Children|Musical
1726,1754,Guilty as Sin (1993),Crime|Drama|Thriller
1727,1755,Friday the 13th Part VI: Jason Lives (1986),Horror
1728,1756,Mr. Saturday Night (1992),Comedy|Drama
1729,1757,"Bridge at Remagen, The (1969)",Action|War
1730,1758,"Bachelor, The (1999)",Comedy|Romance
1731,1759,"Cure, The (1995)",Drama
1732,1760,"Long Walk Home, The (1990)",Drama
1733,1761,Total Eclipse (1995),Drama|Romance
1734,1762,Rawhead Rex (1986),Horror|Thriller
1735,1763,Friday the 13th Part VII: The New Blood (1988),Horror
1736,1764,Great Expectations (1998),Drama|Romance
1737,1765,"Sexual Life of the Belgians, The (1994)",Comedy
1738,1766,"Thin Blue Line, The (1988)",Documentary
1739,1767,Lightning Jack (1994),Comedy|Western
1740,1768,Trial by Jury (1994),Thriller
1741,1769,"Treasure of the Sierra Madre, The (1948)",Adventure
1742,1770,Rambo III (1988),Action|War
1743,1771,Breakfast of Champions (1999),Comedy
1744,1772,Halloween: H20 (1998),Horror|Thriller
1745,1773,Fast Times at Ridgemont High (1982),Comedy
1746,1774,Hav Plenty (1997),Comedy
1747,1775,"Patriot, The (2000)",Action|Drama|War
1748,1776,Crazy in Alabama (1999),Comedy|Drama
1749,1777,Stalag 17 (1953),Drama|War
1750,1778,Mortal Kombat: Annihilation (1997),Action|Adventure
1751,1779,"Goonies, The (1985)",Adventure|Children's|Fantasy
1752,1780,Ruby in Paradise (1993),Drama
1753,1781,Larger Than Life (1996),Comedy
1754,1782,"Cement Garden, The (1993)",Drama
1755,1783,Hamlet (1996),Drama
1756,1784,Ladyhawke (1985),Adventure|Fantasy|Romance
1757,1785,"Wild Bunch, The (1969)",Western
1758,1787,Jacob's Ladder (1990),Horror|Mystery|Thriller
1759,1788,Target (1995),Action|Drama
1760,1789,Overnight Delivery (1996),Romance
1761,1790,"Boys, The (1997)",Drama
1762,1791,Conan the Barbarian (1982),Action|Adventure
1763,1792,Animal House (1978),Comedy
1764,1793,"Hitch-Hiker, The (1953)",Film-Noir
1765,1794,Keeping the Faith (2000),Comedy|Romance
1766,1795,Ace Ventura: When Nature Calls (1995),Comedy
1767,1796,"Shaggy D.A., The (1976)",Children's|Comedy
1768,1797,"Beverly Hillbillies, The (1993)",Comedy
1769,1798,Sense and Sensibility (1995),Drama|Romance
1770,1799,"Time to Kill, A (1996)",Drama
1771,1800,Julien Donkey-Boy (1999),Drama
1772,1801,McHale's Navy (1997),Comedy|War
1773,1802,Prick Up Your Ears (1987),Drama
1774,1803,Insomnia (1997),Thriller
1775,1804,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1776,1805,"Pest, The (1997)",Comedy
1777,1806,U Turn (1997),Action|Crime|Mystery
1778,1807,Superman II (1980),Action|Adventure|Sci-Fi
1779,1808,Fanny and Alexander (1982),Drama
1780,1809,Chairman of the Board (1998),Comedy
1781,1810,Mille bolle blu (1993),Comedy
1782,1811,"Great Santini, The (1979)",Drama
1783,1812,Let's Talk About Sex (1998),Drama
1784,1813,Original Gangstas (1996),Crime
1785,1814,Trois (2000),Thriller
1786,1815,Child's Play (1988),Horror
1787,1816,"Hunger, The (1983)",Horror
1788,1817,Deceiver (1997),Crime
1789,1818,Mr. Mom (1983),Comedy|Drama
1790,1819,Bride of Frankenstein (1935),Horror
1791,1820,Ravenous (1999),Drama|Horror
1792,1821,Tequila Sunrise (1988),Action|Romance|Thriller
1793,1822,Assassins (1995),Thriller
1794,1823,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",Drama|Fantasy
1795,1824,Face/Off (1997),Action|Sci-Fi|Thriller
1796,1825,I'll Do Anything (1994),Comedy|Drama
1797,1826,"Three Musketeers, The (1993)",Action|Adventure|Comedy
1798,1827,West Side Story (1961),Musical|Romance
1799,1828,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
1800,1829,Ill Gotten Gains (1997),Drama
1801,1830,Bride of the Monster (1956),Horror|Sci-Fi
1802,1831,"Low Life, The (1994)",Drama
1803,1832,"Christmas Carol, A (1938)",Drama
1804,1833,"Journey of Natty Gann, The (1985)",Adventure|Children's
1805,1834,Calendar Girl (1993),Drama
1806,1835,Pinocchio (1940),Animation|Children
1807,1836,Funny Farm (1988),Comedy
1808,1837,Tex (1982),Drama
1809,1838,Boiler Room (2000),Drama
1810,1839,Freejack (1992),Action|Sci-Fi
1811,1840,Buffy the Vampire Slayer (1992),Comedy|Horror
1812,1841,"Boys from Brazil, The (1978)",Thriller
1813,1842,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy
1814,1843,Better Living (1998),Comedy
1815,1844,"Lodger, The (1926)",Thriller
1816,1845,My Fellow Americans (1996),Comedy
1817,1846,Get Shorty (1995),Action|Comedy|Drama
1818,1847,"Great Dictator, The (1940)",Comedy
1819,1848,"Day of the Beast, The (El Día de la bestia) (1995)",Comedy|Horror|Thriller
1820,1849,Murder at 1600 (1997),Mystery|Thriller
1821,1850,Six Degrees of Separation (1993),Drama
1822,1851,Wild Bill (1995),Western
1823,1852,Sudden Manhattan (1996),Comedy
1824,1853,Popeye (1980),Adventure|Comedy|Musical
1825,1854,Lifeforce (1985),Horror|Sci-Fi
1826,1855,Stacy's Knights (1982),Drama
1827,1856,On Our Merry Way (1948),Comedy|Drama
1828,1857,French Kiss (1995),Comedy|Romance
1829,1858,"Wood, The (1999)",Drama
1830,1859,Excess Baggage (1997),Adventure|Romance
1831,1860,Starman (1984),Adventure|Drama|Romance|Sci-Fi
1832,1861,Walking and Talking (1996),Romance
1833,1862,Threesome (1994),Comedy|Romance
1834,1863,Reds (1981),Drama
1835,1864,Temptress Moon (Feng Yue) (1996),Romance
1836,1865,"Ogre, The (Der Unhold) (1996)",Drama
1837,1866,Three Wishes (1995),Drama
1838,1867,Meet the Parents (2000),Comedy
1839,1868,Fire on the Mountain (1996),Documentary
1840,1869,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
1841,1870,Zeus and Roxanne (1997),Children's
1842,1871,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance
1843,1872,To Kill a Mockingbird (1962),Drama
1844,1873,My Best Girl (1927),Comedy|Romance
1845,1874,Kika (1993),Drama
1846,1875,About Adam (2000),Comedy
1847,1876,Screamers (1995),Sci-Fi|Thriller
1848,1877,"Specials, The (2000)",Comedy
1849,1878,Sophie's Choice (1982),Drama
1850,1879,"Fly, The (1986)",Horror|Sci-Fi
1851,1880,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy
1852,1881,Railroaded! (1947),Ukjennt
1853,1882,Young Doctors in Love (1982),Comedy
1854,1883,Life with Mikey (1993),Comedy
1855,1884,Tom and Huck (1995),Adventure|Children's
1856,1885,Spanking the Monkey (1994),Comedy|Drama
1857,1886,Liberty Heights (1999),Drama
1858,1887,Waiting for Guffman (1996),Comedy
1859,1888,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
1860,1889,Single White Female (1992),Action
1861,1890,"Golden Child, The (1986)",Action|Adventure|Comedy
1862,1891,"Fighting Seabees, The (1944)",Action|Drama|War
1863,1892,Chasers (1994),Comedy
1864,1893,Drunks (1997),Drama
1865,1894,"Secret Agent, The (1996)",Drama
1866,1896,Kazaam (1996),Children's|Comedy|Fantasy
1867,1897,"Other Voices, Other Rooms (1997)",Drama
1868,1898,Love and Death on Long Island (1997),Comedy|Drama
1869,1899,Pete's Dragon (1977),Adventure|Animation|Children's|Musical
1870,1900,Baby Geniuses (1999),Comedy
1871,1901,"Theory of Flight, The (1998)",Comedy|Drama|Romance
1872,1902,Grand Hotel (1932),Drama
1873,1903,Carpool (1996),Comedy|Crime
1874,1904,One True Thing (1998),Drama
1875,1905,Our Town (1940),Drama
1876,1906,Shaft (1971),Action|Crime
1877,1907,Nikita (La Femme Nikita) (1990),Thriller
1878,1908,Grace of My Heart (1996),Comedy|Drama
1879,1909,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror
1880,1910,It Conquered the World (1956),Sci-Fi
1881,1911,Booty Call (1997),Comedy|Romance
1882,1912,Ready to Wear (Pret-A-Porter) (1994),Comedy
1883,1913,Gun Shy (2000),Comedy
1884,1914,Queens Logic (1991),Comedy|Drama
1885,1915,Fear of a Black Hat (1993),Comedy
1886,1916,Stardust Memories (1980),Comedy|Drama
1887,1917,"Shaggy Dog, The (1959)",Children's|Comedy
1888,1918,Pit and the Pendulum (1961),Horror
1889,1919,D2: The Mighty Ducks (1994),Children's|Comedy
1890,1921,Police Academy 5: Assignment: Miami Beach (1988),Comedy
1891,1922,Parenthood (1989),Comedy|Drama
1892,1923,That Thing You Do! (1996),Comedy
1893,1924,S.F.W. (1994),Drama
1894,1925,"Kid, The (1921)",Action
1895,1926,"Sixth Sense, The (1999)",Thriller
1896,1927,Nixon (1995),Drama
1897,1928,Safe (1995),Thriller
1898,1929,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror
1899,1930,War Stories (1995),Documentary
1900,1931,Kansas City (1996),Crime
1901,1933,Angus (1995),Comedy
1902,1934,Bad Moon (1996),Horror
1903,1935,Seven Chances (1925),Comedy
1904,1936,Pink Floyd - The Wall (1982),Drama|Musical|War
1905,1937,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
1906,1938,Twice Upon a Yesterday (1998),Comedy|Drama|Romance
1907,1939,"Merry War, A (1997)",Comedy
1908,1940,Enemy of the State (1998),Action|Thriller
1909,1941,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
1910,1942,"Newton Boys, The (1998)",Crime|Drama
1911,1943,Speed (1994),Action|Romance|Thriller
1912,1944,Duck Soup (1933),Comedy|War
1913,1945,"Ilsa, She Wolf of the SS (1974)",Horror
1914,1946,Benny & Joon (1993),Comedy|Romance
1915,1947,Hoop Dreams (1994),Documentary
1916,1948,Freeway (1996),Crime
1917,1949,"Dark Half, The (1993)",Horror|Mystery
1918,1950,Welcome To Sarajevo (1997),Drama|War
1919,1951,Shadow of Angels (Schatten der Engel) (1976),Drama
1920,1952,"Toxic Avenger, Part II, The (1989)",Comedy|Horror
1921,1953,"Saphead, The (1920)",Comedy
1922,1954,Monument Ave. (1998),Crime
1923,1955,Mansfield Park (1999),Drama
1924,1956,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
1925,1957,Macao (1952),Adventure
1926,1958,Black and White (1999),Drama
1927,1959,Of Mice and Men (1992),Drama
1928,1960,"Last September, The (1999)",Drama
1929,1961,Blood on the Sun (1945),Drama|War
